org_id,remap_id
225830,0
246855,1
246856,2
9296,3
4780,4
1837,5
6277,6
246857,7
246858,8
120682,9
37680,10
1987,11
103,12
7819,13
4885,14
27222,15
33829,16
83629,17
67307,18
246867,19
117697,20
2239,21
5507,22
19993,23
167,24
118271,25
82229,26
3218,27
246872,28
16782,29
46589,30
5732,31
28598,32
76828,33
164425,34
95317,35
246877,36
83897,37
14817,38
17085,39
34237,40
178121,41
233882,42
1028,43
27517,44
115324,45
80672,46
88357,47
15603,48
50712,49
216325,50
140338,51
33879,52
13929,53
1711,54
246878,55
4758,56
37725,57
51263,58
14440,59
82884,60
89550,61
246882,62
8273,63
52802,64
52801,65
29867,66
5733,67
5042,68
26790,69
37704,70
125302,71
13614,72
5214,73
67467,74
246883,75
210928,76
246885,77
113958,78
34540,79
49233,80
34541,81
34542,82
114615,83
246886,84
51928,85
51927,86
51925,87
246887,88
246888,89
11130,90
132397,91
246890,92
52748,93
246892,94
246894,95
246895,96
15185,97
15189,98
32211,99
246896,100
246897,101
10787,102
246900,103
134145,104
246901,105
246902,106
246903,107
246904,108
78221,109
120160,110
79832,111
70334,112
246906,113
246907,114
120151,115
53258,116
246908,117
246909,118
246910,119
55585,120
9526,121
25083,122
225454,123
246911,124
66472,125
7910,126
246912,127
68920,128
2136,129
10043,130
2997,131
8753,132
2885,133
246913,134
131651,135
55603,136
178340,137
70519,138
110796,139
232110,140
7217,141
22200,142
246914,143
68544,144
27052,145
3740,146
24100,147
246916,148
749,149
42026,150
246917,151
74624,152
246925,153
109959,154
76743,155
120161,156
53624,157
132414,158
4350,159
246933,160
4206,161
132375,162
24410,163
66563,164
7295,165
39829,166
21895,167
238739,168
86299,169
224414,170
45350,171
246937,172
3528,173
246938,174
163623,175
133548,176
68033,177
246940,178
5678,179
12724,180
185037,181
194134,182
246942,183
246944,184
21944,185
21943,186
151872,187
3226,188
43627,189
175620,190
5356,191
820,192
10566,193
63410,194
103809,195
15789,196
246946,197
45316,198
28204,199
246947,200
246949,201
38,202
14129,203
72554,204
3121,205
49728,206
82045,207
7084,208
44442,209
246950,210
15388,211
5286,212
5546,213
34954,214
87665,215
2252,216
55447,217
6562,218
67058,219
16302,220
16304,221
16305,222
62733,223
183684,224
81363,225
83462,226
61557,227
61548,228
13246,229
11672,230
81754,231
61543,232
19953,233
133494,234
2687,235
138090,236
161357,237
671,238
4727,239
9923,240
16739,241
26576,242
21285,243
47209,244
9269,245
1487,246
153332,247
107233,248
246951,249
8840,250
205255,251
151757,252
34864,253
246953,254
4623,255
184520,256
246954,257
9512,258
52862,259
5102,260
352,261
1479,262
46621,263
246955,264
4563,265
19224,266
17221,267
106694,268
1538,269
102417,270
246956,271
188494,272
34945,273
124554,274
3296,275
2257,276
3267,277
37152,278
4283,279
226,280
2867,281
31781,282
6402,283
4079,284
27,285
10394,286
70467,287
246958,288
6348,289
1282,290
3928,291
63577,292
79896,293
224730,294
36356,295
82267,296
81777,297
879,298
246959,299
52340,300
246960,301
246961,302
63690,303
244056,304
246962,305
246963,306
246964,307
79902,308
63376,309
9335,310
801,311
29198,312
246965,313
2642,314
20005,315
139467,316
246966,317
105956,318
4063,319
43850,320
12842,321
22053,322
12367,323
5663,324
1073,325
114111,326
96669,327
11321,328
31969,329
5089,330
2231,331
18539,332
126015,333
26929,334
38616,335
36178,336
2411,337
246968,338
246969,339
246970,340
62123,341
120098,342
130548,343
7029,344
5013,345
3190,346
56903,347
50364,348
44553,349
5001,350
88062,351
36132,352
246971,353
27841,354
7941,355
15414,356
62030,357
13365,358
21324,359
85907,360
240,361
64151,362
91396,363
14072,364
1535,365
57889,366
246973,367
148619,368
11837,369
130175,370
246975,371
32412,372
51383,373
7719,374
61749,375
7937,376
14611,377
21184,378
5650,379
55512,380
54092,381
6869,382
74411,383
64076,384
43167,385
10617,386
166864,387
31644,388
13784,389
30967,390
15699,391
486,392
44816,393
55827,394
14360,395
50657,396
1730,397
4468,398
8053,399
507,400
32015,401
69373,402
29464,403
31468,404
35720,405
180164,406
3777,407
20188,408
39769,409
26294,410
10039,411
78251,412
246999,413
247000,414
135129,415
195765,416
247001,417
138049,418
247002,419
247003,420
93227,421
180041,422
29537,423
144424,424
35731,425
80994,426
236,427
247004,428
247005,429
247006,430
247007,431
115708,432
38383,433
133525,434
135145,435
115707,436
31504,437
38352,438
60305,439
198369,440
247008,441
247009,442
247010,443
247011,444
142237,445
247012,446
247013,447
99918,448
78631,449
67055,450
306,451
17312,452
11496,453
247015,454
1021,455
219545,456
3548,457
1350,458
7548,459
105540,460
5035,461
20760,462
127815,463
25982,464
44828,465
157381,466
247016,467
232,468
6357,469
246064,470
2247,471
247017,472
11222,473
231163,474
71675,475
13333,476
10257,477
208079,478
25905,479
23656,480
28378,481
22488,482
43711,483
7067,484
20080,485
404,486
135,487
38828,488
24309,489
97174,490
75080,491
129389,492
247020,493
247021,494
247022,495
85847,496
162627,497
10651,498
564,499
247024,500
39084,501
8356,502
61883,503
20105,504
247025,505
247026,506
523,507
5608,508
753,509
2623,510
5978,511
25160,512
64293,513
35702,514
247029,515
247031,516
185739,517
14202,518
44554,519
38795,520
247033,521
104995,522
33562,523
670,524
247035,525
247036,526
104932,527
179091,528
247037,529
25781,530
19290,531
53546,532
247039,533
78305,534
834,535
1989,536
247042,537
271,538
36226,539
4501,540
53615,541
2553,542
1794,543
481,544
783,545
59994,546
247046,547
19314,548
247048,549
1758,550
112256,551
16032,552
4058,553
15892,554
21021,555
22009,556
1777,557
15592,558
7690,559
41470,560
5400,561
158942,562
130374,563
23386,564
7336,565
31019,566
4434,567
78561,568
58763,569
1494,570
10100,571
8690,572
92821,573
247050,574
247051,575
85700,576
7854,577
9543,578
1217,579
22697,580
13780,581
65281,582
46655,583
75533,584
28005,585
186249,586
67746,587
23488,588
96576,589
10466,590
62883,591
20106,592
1613,593
9576,594
102362,595
112153,596
247057,597
16738,598
14856,599
767,600
2780,601
21639,602
55657,603
1202,604
65289,605
10585,606
247058,607
174729,608
247060,609
44944,610
86157,611
3624,612
26763,613
7751,614
11457,615
20601,616
103111,617
15181,618
19711,619
18668,620
4950,621
34283,622
20600,623
247064,624
7546,625
247065,626
247066,627
68235,628
168599,629
200679,630
10463,631
247070,632
19470,633
71607,634
20517,635
247073,636
16728,637
100936,638
9815,639
35247,640
247075,641
247076,642
108696,643
247078,644
39279,645
247080,646
247081,647
22968,648
132587,649
95763,650
247082,651
17510,652
247084,653
78526,654
247087,655
144248,656
98713,657
247088,658
183201,659
137368,660
247090,661
25150,662
79878,663
247091,664
1813,665
2684,666
2685,667
2656,668
25295,669
69499,670
409,671
3902,672
6028,673
237293,674
92812,675
119,676
87700,677
79859,678
2911,679
5064,680
7066,681
8312,682
190751,683
4976,684
1778,685
2191,686
96663,687
8117,688
23725,689
5655,690
27239,691
158691,692
66019,693
247094,694
25200,695
12735,696
52795,697
152738,698
4368,699
79375,700
124591,701
28265,702
11435,703
106577,704
90341,705
247102,706
247104,707
247105,708
56371,709
15796,710
247106,711
247107,712
247108,713
247109,714
247111,715
247113,716
247114,717
8742,718
43688,719
247116,720
247117,721
139032,722
247119,723
63794,724
247121,725
68227,726
2979,727
3821,728
4391,729
74099,730
140786,731
12837,732
34636,733
7413,734
247122,735
3659,736
15725,737
162915,738
84151,739
7358,740
7356,741
789,742
6030,743
8046,744
3416,745
97754,746
220,747
1453,748
19978,749
126240,750
38131,751
7935,752
8959,753
247123,754
23649,755
3308,756
21323,757
10327,758
1680,759
247124,760
764,761
88538,762
251,763
45393,764
18518,765
21398,766
25645,767
5948,768
18528,769
56001,770
247126,771
3848,772
11623,773
4177,774
1135,775
4825,776
9402,777
247128,778
111367,779
71940,780
5637,781
54983,782
2107,783
7471,784
3678,785
6254,786
247130,787
19379,788
75570,789
180737,790
117518,791
117983,792
247131,793
247132,794
121355,795
89421,796
652,797
644,798
247133,799
247134,800
247136,801
23517,802
247137,803
8150,804
247139,805
2769,806
15025,807
4305,808
153118,809
21562,810
11082,811
81966,812
33409,813
247140,814
8855,815
9416,816
47702,817
45477,818
1703,819
4589,820
1811,821
247141,822
40588,823
2786,824
71773,825
13337,826
23850,827
120010,828
165350,829
927,830
7149,831
5580,832
165417,833
214839,834
190823,835
24986,836
23638,837
14686,838
1210,839
10952,840
83819,841
559,842
12045,843
13364,844
75883,845
3450,846
92018,847
247146,848
6729,849
129985,850
2943,851
210592,852
119385,853
2381,854
76033,855
116159,856
861,857
7895,858
5418,859
954,860
2446,861
11389,862
16612,863
247182,864
11091,865
16446,866
71777,867
10179,868
76900,869
30036,870
2434,871
247198,872
20830,873
86846,874
14808,875
66128,876
37,877
484,878
56580,879
106,880
2993,881
221326,882
1402,883
247227,884
120234,885
8758,886
25827,887
10215,888
13517,889
113390,890
18340,891
16209,892
36278,893
247228,894
247229,895
51468,896
247231,897
223719,898
223653,899
1632,900
222783,901
24934,902
247232,903
7863,904
12696,905
156729,906
91,907
34494,908
19142,909
2431,910
90235,911
66358,912
28652,913
6060,914
6066,915
22746,916
22745,917
2939,918
178435,919
144011,920
4993,921
20684,922
23771,923
11999,924
11825,925
247235,926
27725,927
100242,928
127496,929
67278,930
6423,931
39,932
64132,933
37758,934
10014,935
25493,936
29770,937
1568,938
70256,939
36558,940
9985,941
115630,942
3355,943
20416,944
54486,945
1940,946
1819,947
57285,948
142415,949
87515,950
36519,951
93325,952
39546,953
247236,954
21156,955
2668,956
12978,957
247238,958
168515,959
60046,960
14153,961
2291,962
3477,963
9392,964
3748,965
161632,966
190590,967
3491,968
79978,969
149,970
247239,971
36295,972
4476,973
13167,974
103304,975
77121,976
11391,977
12139,978
357,979
1079,980
2356,981
89622,982
8532,983
101800,984
29135,985
123014,986
82338,987
9763,988
247242,989
31599,990
3914,991
15606,992
487,993
22041,994
247243,995
75946,996
209882,997
181424,998
1361,999
58547,1000
102177,1001
151194,1002
1208,1003
1429,1004
31409,1005
85643,1006
166025,1007
707,1008
11308,1009
205234,1010
247249,1011
247250,1012
416,1013
247251,1014
16179,1015
24415,1016
247252,1017
1681,1018
1155,1019
113739,1020
7692,1021
11318,1022
2784,1023
1052,1024
144925,1025
10719,1026
38400,1027
94749,1028
13765,1029
21404,1030
53,1031
14926,1032
6717,1033
10304,1034
32059,1035
164375,1036
139389,1037
1909,1038
139386,1039
247254,1040
8245,1041
247255,1042
55243,1043
50944,1044
20890,1045
161310,1046
59452,1047
40852,1048
123675,1049
3461,1050
17405,1051
17406,1052
10334,1053
7693,1054
109073,1055
51751,1056
247260,1057
247261,1058
27963,1059
144784,1060
98757,1061
247262,1062
31515,1063
54775,1064
169029,1065
117081,1066
75939,1067
8962,1068
169814,1069
247264,1070
202545,1071
49644,1072
53709,1073
22529,1074
247265,1075
117088,1076
247266,1077
247267,1078
52956,1079
1486,1080
475,1081
5258,1082
71771,1083
3788,1084
3489,1085
6414,1086
7733,1087
1072,1088
218256,1089
9260,1090
19861,1091
10919,1092
18247,1093
13210,1094
247268,1095
109752,1096
14119,1097
12129,1098
11614,1099
7621,1100
3163,1101
22418,1102
2674,1103
7669,1104
16199,1105
16200,1106
5849,1107
119842,1108
207358,1109
17994,1110
12056,1111
247269,1112
247270,1113
247271,1114
247272,1115
2147,1116
21342,1117
54332,1118
64125,1119
4018,1120
59237,1121
233573,1122
136940,1123
21153,1124
247274,1125
755,1126
44608,1127
194881,1128
14307,1129
1715,1130
141008,1131
12385,1132
161886,1133
7609,1134
149495,1135
2515,1136
41084,1137
14112,1138
19564,1139
2865,1140
24348,1141
30809,1142
16198,1143
247275,1144
155735,1145
3047,1146
91576,1147
192226,1148
247276,1149
3903,1150
12383,1151
247277,1152
119665,1153
153908,1154
175622,1155
41372,1156
34491,1157
6772,1158
22978,1159
11887,1160
7999,1161
79687,1162
12097,1163
79686,1164
16814,1165
208383,1166
11180,1167
55275,1168
247285,1169
181643,1170
246304,1171
1923,1172
145766,1173
6887,1174
13016,1175
5760,1176
11754,1177
23681,1178
29352,1179
133236,1180
247290,1181
236425,1182
247291,1183
247292,1184
14256,1185
2878,1186
2888,1187
2887,1188
2889,1189
247293,1190
6406,1191
247294,1192
60042,1193
50146,1194
6405,1195
34914,1196
80533,1197
78182,1198
22419,1199
25845,1200
38272,1201
19088,1202
22403,1203
71129,1204
28011,1205
21326,1206
228,1207
8382,1208
6786,1209
16854,1210
28953,1211
68567,1212
188080,1213
5752,1214
14427,1215
6093,1216
64061,1217
54677,1218
2767,1219
70428,1220
12089,1221
5888,1222
51552,1223
31221,1224
3606,1225
20132,1226
129794,1227
9632,1228
247296,1229
131331,1230
56515,1231
77238,1232
110131,1233
247297,1234
26571,1235
41220,1236
596,1237
2002,1238
116161,1239
7025,1240
127733,1241
193145,1242
87710,1243
214088,1244
247301,1245
128507,1246
110942,1247
21635,1248
303,1249
219728,1250
236268,1251
20427,1252
247303,1253
41248,1254
17694,1255
66689,1256
1436,1257
2603,1258
56143,1259
233534,1260
593,1261
18479,1262
15965,1263
963,1264
4431,1265
3200,1266
1997,1267
11279,1268
87882,1269
20286,1270
169974,1271
196800,1272
162277,1273
74803,1274
88248,1275
2527,1276
211739,1277
182452,1278
63323,1279
64910,1280
47408,1281
110062,1282
117237,1283
1641,1284
31027,1285
22513,1286
2871,1287
51333,1288
247309,1289
49684,1290
1586,1291
153320,1292
1356,1293
78624,1294
247311,1295
51132,1296
24597,1297
8438,1298
136143,1299
7404,1300
8451,1301
7086,1302
32965,1303
100354,1304
222354,1305
68,1306
157097,1307
169182,1308
62313,1309
47229,1310
247317,1311
108698,1312
15500,1313
114027,1314
24411,1315
11428,1316
13664,1317
114010,1318
5054,1319
36218,1320
23950,1321
53887,1322
47655,1323
207839,1324
6791,1325
7992,1326
3850,1327
2144,1328
123896,1329
217964,1330
992,1331
19558,1332
9724,1333
247321,1334
15897,1335
26041,1336
713,1337
116233,1338
9579,1339
49856,1340
1788,1341
60324,1342
23061,1343
47575,1344
77613,1345
17690,1346
8022,1347
40156,1348
4011,1349
247327,1350
667,1351
10096,1352
50,1353
26617,1354
62644,1355
15082,1356
35154,1357
17373,1358
19942,1359
108187,1360
5597,1361
60568,1362
165066,1363
61275,1364
135899,1365
20499,1366
142943,1367
191118,1368
88691,1369
60282,1370
8533,1371
159522,1372
11486,1373
77020,1374
8712,1375
7596,1376
247342,1377
247343,1378
81204,1379
121248,1380
76004,1381
39896,1382
23034,1383
28684,1384
26595,1385
21320,1386
77030,1387
32265,1388
2944,1389
4580,1390
10361,1391
3198,1392
19798,1393
4470,1394
7442,1395
52651,1396
6531,1397
2831,1398
2614,1399
6784,1400
15092,1401
3448,1402
9169,1403
2644,1404
4404,1405
152506,1406
9403,1407
1485,1408
97,1409
19898,1410
47275,1411
12388,1412
1461,1413
22406,1414
219,1415
43176,1416
3304,1417
7741,1418
15947,1419
7877,1420
33629,1421
59239,1422
3020,1423
49625,1424
66279,1425
7667,1426
19971,1427
115912,1428
130612,1429
118402,1430
145289,1431
92221,1432
247352,1433
54024,1434
224467,1435
203,1436
58349,1437
247353,1438
49084,1439
811,1440
247354,1441
247355,1442
136852,1443
1107,1444
247356,1445
236461,1446
89537,1447
14505,1448
6711,1449
3116,1450
3896,1451
4174,1452
2113,1453
16217,1454
247357,1455
247358,1456
9271,1457
33238,1458
16800,1459
29656,1460
87251,1461
24412,1462
40771,1463
92315,1464
61322,1465
247361,1466
4117,1467
1554,1468
151431,1469
87007,1470
15919,1471
247363,1472
247364,1473
13031,1474
2486,1475
6549,1476
247365,1477
57938,1478
105225,1479
4604,1480
247366,1481
89850,1482
53257,1483
326,1484
2912,1485
8900,1486
247367,1487
2436,1488
247368,1489
7767,1490
8240,1491
12019,1492
35340,1493
63943,1494
50330,1495
20027,1496
62869,1497
4326,1498
35623,1499
57798,1500
3385,1501
7996,1502
2970,1503
247371,1504
40749,1505
44924,1506
1830,1507
48008,1508
68348,1509
247372,1510
36272,1511
20393,1512
6125,1513
176529,1514
4088,1515
76419,1516
13506,1517
2785,1518
59408,1519
92727,1520
247376,1521
247377,1522
222460,1523
247378,1524
12513,1525
247379,1526
21178,1527
247380,1528
13433,1529
14495,1530
1754,1531
116857,1532
247381,1533
3460,1534
6331,1535
6934,1536
127590,1537
86971,1538
247382,1539
191359,1540
247383,1541
2617,1542
247384,1543
100350,1544
247385,1545
247386,1546
79642,1547
247387,1548
247388,1549
111285,1550
247390,1551
5454,1552
247391,1553
193927,1554
56922,1555
186181,1556
39044,1557
9462,1558
69593,1559
247393,1560
181822,1561
7472,1562
170930,1563
74518,1564
7476,1565
36145,1566
7665,1567
48,1568
40519,1569
415,1570
35861,1571
1430,1572
11567,1573
98543,1574
5724,1575
247394,1576
8692,1577
247395,1578
132035,1579
80712,1580
142307,1581
240183,1582
247486,1583
247575,1584
247581,1585
227074,1586
58987,1587
83171,1588
247590,1589
113405,1590
247594,1591
247595,1592
73427,1593
65013,1594
247599,1595
72719,1596
247625,1597
24696,1598
12787,1599
154790,1600
47818,1601
64842,1602
31917,1603
216785,1604
65424,1605
247766,1606
195603,1607
37352,1608
104516,1609
216387,1610
21744,1611
1025,1612
132403,1613
172798,1614
3007,1615
55505,1616
5550,1617
20127,1618
6041,1619
49,1620
26198,1621
118738,1622
8125,1623
40135,1624
219596,1625
141270,1626
247925,1627
247927,1628
194095,1629
174581,1630
241980,1631
247945,1632
167569,1633
10876,1634
4547,1635
83663,1636
115503,1637
24652,1638
248010,1639
36584,1640
104925,1641
3883,1642
52535,1643
107249,1644
248048,1645
6152,1646
122880,1647
25402,1648
23307,1649
11487,1650
12418,1651
213956,1652
238382,1653
134694,1654
12468,1655
24889,1656
140252,1657
23972,1658
32420,1659
28916,1660
15075,1661
234095,1662
136586,1663
22889,1664
85991,1665
12648,1666
84948,1667
248335,1668
248336,1669
248337,1670
65905,1671
248374,1672
143988,1673
216378,1674
42620,1675
75024,1676
248435,1677
11900,1678
18788,1679
248499,1680
248533,1681
70694,1682
5474,1683
5836,1684
248601,1685
18377,1686
106380,1687
568,1688
74758,1689
95319,1690
248602,1691
248603,1692
248604,1693
248605,1694
153426,1695
16786,1696
65999,1697
196594,1698
13383,1699
15265,1700
4220,1701
20896,1702
36459,1703
649,1704
87959,1705
182813,1706
3232,1707
1960,1708
57602,1709
37359,1710
6480,1711
149079,1712
11256,1713
9855,1714
27293,1715
22701,1716
97476,1717
63747,1718
72888,1719
155148,1720
9773,1721
59356,1722
248609,1723
248610,1724
248611,1725
106375,1726
179106,1727
248612,1728
248613,1729
248614,1730
143063,1731
46559,1732
28073,1733
595,1734
7483,1735
1864,1736
2530,1737
20586,1738
9759,1739
8604,1740
109499,1741
30983,1742
123956,1743
21147,1744
4779,1745
7013,1746
143323,1747
248616,1748
87415,1749
4004,1750
248617,1751
248618,1752
1572,1753
248619,1754
6703,1755
21397,1756
1387,1757
11816,1758
214929,1759
10186,1760
12871,1761
1915,1762
26104,1763
8121,1764
6397,1765
17948,1766
223,1767
25941,1768
61538,1769
58137,1770
22288,1771
1357,1772
115,1773
248620,1774
204550,1775
71580,1776
248623,1777
64537,1778
248625,1779
149097,1780
206312,1781
138827,1782
64428,1783
11792,1784
19301,1785
7108,1786
89066,1787
231645,1788
74497,1789
18740,1790
139392,1791
68207,1792
7972,1793
4441,1794
7133,1795
1728,1796
8928,1797
3069,1798
2123,1799
29993,1800
14845,1801
8444,1802
89876,1803
7552,1804
3185,1805
32991,1806
29185,1807
20514,1808
1355,1809
10761,1810
248628,1811
33016,1812
39850,1813
4591,1814
87512,1815
65646,1816
1407,1817
231661,1818
156870,1819
1495,1820
62418,1821
38169,1822
223830,1823
78298,1824
4667,1825
198997,1826
105173,1827
91271,1828
248630,1829
28986,1830
3023,1831
5071,1832
29353,1833
248631,1834
248632,1835
3940,1836
7542,1837
9538,1838
103774,1839
248633,1840
132279,1841
37271,1842
15716,1843
582,1844
6380,1845
39054,1846
187752,1847
79638,1848
11096,1849
4732,1850
32429,1851
6695,1852
22861,1853
1377,1854
55452,1855
